FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
29003,Andrew,Missouri,US,17/08/2020 4:27,39.98492163,-94.80163024,98,1,0,97,"Andrew, Missouri, US",553.2971996,1.020408163
29005,Atchison,Missouri,US,17/08/2020 4:27,40.43238737,-95.42970639,20,0,0,20,"Atchison, Missouri, US",388.8780867,0
29007,Audrain,Missouri,US,17/08/2020 4:27,39.215877,-91.84242683,227,1,0,226,"Audrain, Missouri, US",894.1232078,0.440528634
29009,Barry,Missouri,US,17/08/2020 4:27,36.70978521,-93.82919888,293,4,0,289,"Barry, Missouri, US",818.6873062,1.365187713
29011,Barton,Missouri,US,17/08/2020 4:27,37.50207671,-94.34757022,72,0,0,72,"Barton, Missouri, US",612.5574273,0
29013,Bates,Missouri,US,17/08/2020 4:27,38.25271289,-94.34113157,54,1,0,53,"Bates, Missouri, US",333.9104625,1.851851852
29015,Benton,Missouri,US,17/08/2020 4:27,38.29503305,-93.28756116,117,2,0,115,"Benton, Missouri, US",601.7589878,1.709401709
29017,Bollinger,Missouri,US,17/08/2020 4:27,37.32449052,-90.02725304,81,1,0,80,"Bollinger, Missouri, US",667.6007583,1.234567901
29019,Boone,Missouri,US,17/08/2020 4:27,38.99186229,-92.30723575,1594,3,0,1591,"Boone, Missouri, US",883.283554,0.188205772
29021,Buchanan,Missouri,US,17/08/2020 4:27,39.65816401,-94.80138942,1129,10,0,1119,"Buchanan, Missouri, US",1292.294309,0.885739593
29023,Butler,Missouri,US,17/08/2020 4:27,36.71462476,-90.40421163,317,2,0,315,"Butler, Missouri, US",746.2686567,0.630914826
29025,Caldwell,Missouri,US,17/08/2020 4:27,39.65620858,-93.98308093,36,1,0,35,"Caldwell, Missouri, US",399.113082,2.777777778
29027,Callaway,Missouri,US,17/08/2020 4:27,38.83674754,-91.92186505,198,1,0,197,"Callaway, Missouri, US",442.5273227,0.505050505
29029,Camden,Missouri,US,17/08/2020 4:27,38.02199522,-92.76083747,408,7,0,401,"Camden, Missouri, US",881.1143505,1.715686275
29031,Cape Girardeau,Missouri,US,17/08/2020 4:27,37.38489388,-89.6843587,742,5,0,737,"Cape Girardeau, Missouri, US",940.7767113,0.673854447
29033,Carroll,Missouri,US,17/08/2020 4:27,39.42762566,-93.50626255,104,0,0,104,"Carroll, Missouri, US",1198.294734,0
29035,Carter,Missouri,US,17/08/2020 4:27,36.94160441,-90.96051322,23,1,0,22,"Carter, Missouri, US",384.4867937,4.347826087
29037,Cass,Missouri,US,17/08/2020 4:27,38.64789422,-94.353399,863,9,0,854,"Cass, Missouri, US",815.844205,1.042873696
29039,Cedar,Missouri,US,17/08/2020 4:27,37.72391475,-93.85445441,45,0,0,45,"Cedar, Missouri, US",313.6107046,0
29041,Chariton,Missouri,US,17/08/2020 4:27,39.51499357,-92.9629191,21,0,0,21,"Chariton, Missouri, US",282.7901966,0
29043,Christian,Missouri,US,17/08/2020 4:27,36.9711783,-93.18537118,441,1,0,440,"Christian, Missouri, US",497.7707546,0.22675737
29045,Clark,Missouri,US,17/08/2020 4:27,40.41040752,-91.73661677,29,0,0,29,"Clark, Missouri, US",426.6588201,0
29047,Clay,Missouri,US,17/08/2020 4:27,39.31132056,-94.41850862,1143,30,0,1113,"Clay, Missouri, US",457.2951174,2.624671916
29049,Clinton,Missouri,US,17/08/2020 4:27,39.6013098,-94.40465394,97,0,0,97,"Clinton, Missouri, US",475.7933978,0
29051,Cole,Missouri,US,17/08/2020 4:27,38.50455671,-92.27860244,589,3,0,586,"Cole, Missouri, US",767.4767086,0.509337861
29053,Cooper,Missouri,US,17/08/2020 4:27,38.844478,-92.80896081,159,0,0,159,"Cooper, Missouri, US",897.8485516,0
29055,Crawford,Missouri,US,17/08/2020 4:27,37.97663738,-91.30528104,111,0,0,111,"Crawford, Missouri, US",464.0468227,0
29057,Dade,Missouri,US,17/08/2020 4:27,37.431814,-93.8503345,17,0,0,17,"Dade, Missouri, US",224.8379844,0
29059,Dallas,Missouri,US,17/08/2020 4:27,37.6811355,-93.02127031,76,1,0,75,"Dallas, Missouri, US",450.2903188,1.315789474
29061,Daviess,Missouri,US,17/08/2020 4:27,39.96145298,-93.98519678,19,0,0,19,"Daviess, Missouri, US",229.5240396,0
29063,DeKalb,Missouri,US,17/08/2020 4:27,39.89201062,-94.40476508,41,1,0,40,"DeKalb, Missouri, US",326.7713398,2.43902439
29065,Dent,Missouri,US,17/08/2020 4:27,37.60663134,-91.50790473,23,0,0,23,"Dent, Missouri, US",147.6915174,0
29067,Douglas,Missouri,US,17/08/2020 4:27,36.9325593,-92.49905109,94,2,0,92,"Douglas, Missouri, US",712.9313614,2.127659574
29069,Dunklin,Missouri,US,17/08/2020 4:27,36.27167174,-90.09122243,388,4,0,384,"Dunklin, Missouri, US",1331.914455,1.030927835
29071,Franklin,Missouri,US,17/08/2020 4:27,38.41127108,-91.07522826,742,19,0,723,"Franklin, Missouri, US",713.6879972,2.5606469
29073,Gasconade,Missouri,US,17/08/2020 4:27,38.43947277,-91.50847147,37,0,0,37,"Gasconade, Missouri, US",251.5979872,0
29075,Gentry,Missouri,US,17/08/2020 4:27,40.21097916,-94.40944419,87,9,0,78,"Gentry, Missouri, US",1323.999391,10.34482759
29077,Greene,Missouri,US,17/08/2020 4:27,37.2575872,-93.34230916,1902,10,0,1892,"Greene, Missouri, US",648.956279,0.525762355
29079,Grundy,Missouri,US,17/08/2020 4:27,40.11406587,-93.56509276,30,1,0,29,"Grundy, Missouri, US",304.5685279,3.333333333
29081,Harrison,Missouri,US,17/08/2020 4:27,40.35570088,-93.99222144,62,1,0,61,"Harrison, Missouri, US",742.3371648,1.612903226
29083,Henry,Missouri,US,17/08/2020 4:27,38.38482826,-93.79293734,95,3,0,92,"Henry, Missouri, US",435.3005865,3.157894737
29085,Hickory,Missouri,US,17/08/2020 4:27,37.94163617,-93.3203037,40,0,0,40,"Hickory, Missouri, US",419.1114837,0
29087,Holt,Missouri,US,17/08/2020 4:27,40.09799248,-95.2163888,46,0,0,46,"Holt, Missouri, US",1044.742221,0
29089,Howard,Missouri,US,17/08/2020 4:27,39.1435761,-92.69756691,69,0,0,69,"Howard, Missouri, US",689.9310069,0
29091,Howell,Missouri,US,17/08/2020 4:27,36.77383887,-91.88683935,176,2,0,174,"Howell, Missouri, US",438.7167535,1.136363636
29093,Iron,Missouri,US,17/08/2020 4:27,37.55487945,-90.7735296,25,0,0,25,"Iron, Missouri, US",246.9135802,0
29095,Jackson,Missouri,US,17/08/2020 4:27,39.01002188,-94.34724536,4560,66,0,4494,"Jackson, Missouri, US",648.6384993,1.447368421
29097,Jasper,Missouri,US,17/08/2020 4:27,37.20351921,-94.34050458,1947,32,0,1915,"Jasper, Missouri, US",1604.740868,1.643554186
29099,Jefferson,Missouri,US,17/08/2020 4:27,38.25926778,-90.53870896,1944,27,0,1917,"Jefferson, Missouri, US",863.6890719,1.388888889
29101,Johnson,Missouri,US,17/08/2020 4:27,38.74719601,-93.80691168,513,3,0,510,"Johnson, Missouri, US",948.9105102,0.584795322
n/a,Kansas City,Missouri,US,17/08/2020 4:27,39.0997,-94.5786,7649,66,0,7583,"Kansas City, Missouri, US",1564.395032,0.86285789
29103,Knox,Missouri,US,17/08/2020 4:27,40.12699751,-92.14780832,36,0,0,36,"Knox, Missouri, US",909.3205355,0
29105,Laclede,Missouri,US,17/08/2020 4:27,37.65896829,-92.5888493,235,1,0,234,"Laclede, Missouri, US",657.8394872,0.425531915
29107,Lafayette,Missouri,US,17/08/2020 4:27,39.06986886,-93.78076396,198,2,0,196,"Lafayette, Missouri, US",605.3564877,1.01010101
29109,Lawrence,Missouri,US,17/08/2020 4:27,37.10626634,-93.83293097,264,2,0,262,"Lawrence, Missouri, US",688.3066093,0.757575758
29111,Lewis,Missouri,US,17/08/2020 4:27,40.09673161,-91.72070156,54,1,0,53,"Lewis, Missouri, US",552.3731588,1.851851852
29113,Lincoln,Missouri,US,17/08/2020 4:27,39.05345619,-90.95588181,439,1,0,438,"Lincoln, Missouri, US",743.9038856,0.227790433
29115,Linn,Missouri,US,17/08/2020 4:27,39.87001769,-93.10704106,41,1,0,40,"Linn, Missouri, US",343.9597315,2.43902439
29117,Livingston,Missouri,US,17/08/2020 4:27,39.78110272,-93.54645978,64,0,0,64,"Livingston, Missouri, US",420.3060353,0
29121,Macon,Missouri,US,17/08/2020 4:27,39.83049768,-92.56453089,69,0,0,69,"Macon, Missouri, US",456.4397698,0
29123,Madison,Missouri,US,17/08/2020 4:27,37.47865134,-90.3467143,35,0,0,35,"Madison, Missouri, US",289.5433488,0
29125,Maries,Missouri,US,17/08/2020 4:27,38.16193985,-91.92249662,28,0,0,28,"Maries, Missouri, US",321.9500977,0
29127,Marion,Missouri,US,17/08/2020 4:27,39.80601912,-91.62203062,269,1,0,268,"Marion, Missouri, US",942.8671574,0.371747212
29119,McDonald,Missouri,US,17/08/2020 4:27,36.62869595,-94.34867205,959,8,0,951,"McDonald, Missouri, US",4199.325656,0.834202294
29129,Mercer,Missouri,US,17/08/2020 4:27,40.42212303,-93.5682959,15,0,0,15,"Mercer, Missouri, US",414.7083218,0
29131,Miller,Missouri,US,17/08/2020 4:27,38.21450288,-92.42610898,157,1,0,156,"Miller, Missouri, US",612.8264179,0.636942675
29133,Mississippi,Missouri,US,17/08/2020 4:27,36.82516239,-89.29505753,172,0,0,172,"Mississippi, Missouri, US",1305.007587,0
29135,Moniteau,Missouri,US,17/08/2020 4:27,38.63571781,-92.57976951,163,2,0,161,"Moniteau, Missouri, US",1010.414084,1.226993865
29137,Monroe,Missouri,US,17/08/2020 4:27,39.49593978,-92.00043978,37,0,0,37,"Monroe, Missouri, US",428.0425729,0
29139,Montgomery,Missouri,US,17/08/2020 4:27,38.94022054,-91.47000721,44,0,0,44,"Montgomery, Missouri, US",380.9194009,0
29141,Morgan,Missouri,US,17/08/2020 4:27,38.4181765,-92.88791859,95,0,0,95,"Morgan, Missouri, US",460.5614001,0
29143,New Madrid,Missouri,US,17/08/2020 4:27,36.59666326,-89.66070007,299,3,0,296,"New Madrid, Missouri, US",1750.995549,1.003344482
29145,Newton,Missouri,US,17/08/2020 4:27,36.90519407,-94.3394104,946,6,0,940,"Newton, Missouri, US",1624.424754,0.634249471
29147,Nodaway,Missouri,US,17/08/2020 4:27,40.36079813,-94.88133008,226,0,0,226,"Nodaway, Missouri, US",1022.994749,0
29149,Oregon,Missouri,US,17/08/2020 4:27,36.68710164,-91.4033755,21,0,0,21,"Oregon, Missouri, US",199.4491405,0
29151,Osage,Missouri,US,17/08/2020 4:27,38.46036182,-91.8613635,62,1,0,61,"Osage, Missouri, US",455.3800955,1.612903226
29153,Ozark,Missouri,US,17/08/2020 4:27,36.64916339,-92.44459066,16,0,0,16,"Ozark, Missouri, US",174.4059298,0
29155,Pemiscot,Missouri,US,17/08/2020 4:27,36.2130572,-89.78742322,263,9,0,254,"Pemiscot, Missouri, US",1664.03037,3.422053232
29157,Perry,Missouri,US,17/08/2020 4:27,37.70660776,-89.82741088,256,4,0,252,"Perry, Missouri, US",1337.792642,1.5625
29159,Pettis,Missouri,US,17/08/2020 4:27,38.72798918,-93.28471706,651,5,0,646,"Pettis, Missouri, US",1537.589457,0.768049155
29161,Phelps,Missouri,US,17/08/2020 4:27,37.87736118,-91.79351727,123,0,0,123,"Phelps, Missouri, US",275.9518094,0
29163,Pike,Missouri,US,17/08/2020 4:27,39.34310674,-91.16980779,144,1,0,143,"Pike, Missouri, US",786.7992569,0.694444444
29165,Platte,Missouri,US,17/08/2020 4:27,39.38154439,-94.77068479,407,10,0,397,"Platte, Missouri, US",389.7795399,2.457002457
29167,Polk,Missouri,US,17/08/2020 4:27,37.6162296,-93.39828174,238,0,0,238,"Polk, Missouri, US",740.3029643,0
29169,Pulaski,Missouri,US,17/08/2020 4:27,37.82462075,-92.20783203,273,1,0,272,"Pulaski, Missouri, US",518.9423461,0.366300366
29171,Putnam,Missouri,US,17/08/2020 4:27,40.47942497,-93.02042674,14,1,0,13,"Putnam, Missouri, US",298.1260647,7.142857143
29173,Ralls,Missouri,US,17/08/2020 4:27,39.52817427,-91.51838643,57,0,0,57,"Ralls, Missouri, US",552.9149287,0
29175,Randolph,Missouri,US,17/08/2020 4:27,39.44007257,-92.4971374,82,1,0,81,"Randolph, Missouri, US",331.3399063,1.219512195
29177,Ray,Missouri,US,17/08/2020 4:27,39.3537468,-93.98905745,119,0,0,119,"Ray, Missouri, US",516.9867061,0
29179,Reynolds,Missouri,US,17/08/2020 4:27,37.36085952,-90.97009925,16,0,0,16,"Reynolds, Missouri, US",255.1834131,0
29181,Ripley,Missouri,US,17/08/2020 4:27,36.65460667,-90.85990261,75,0,0,75,"Ripley, Missouri, US",564.4190247,0
29195,Saline,Missouri,US,17/08/2020 4:27,39.13734288,-93.20259964,483,7,0,476,"Saline, Missouri, US",2122.050876,1.449275362
29197,Schuyler,Missouri,US,17/08/2020 4:27,40.46921489,-92.52311943,13,0,0,13,"Schuyler, Missouri, US",278.9699571,0
29199,Scotland,Missouri,US,17/08/2020 4:27,40.45214695,-92.14709064,19,1,0,18,"Scotland, Missouri, US",387.5968992,5.263157895
29201,Scott,Missouri,US,17/08/2020 4:27,37.05588075,-89.56474493,476,13,0,463,"Scott, Missouri, US",1243.469175,2.731092437
29203,Shannon,Missouri,US,17/08/2020 4:27,37.15772072,-91.40190382,44,1,0,43,"Shannon, Missouri, US",538.8194955,2.272727273
29205,Shelby,Missouri,US,17/08/2020 4:27,39.79742518,-92.07634971,42,0,0,42,"Shelby, Missouri, US",708.2630691,0
29183,St. Charles,Missouri,US,17/08/2020 4:27,38.77875681,-90.66662425,4649,91,0,4558,"St. Charles, Missouri, US",1156.404376,1.957410196
29185,St. Clair,Missouri,US,17/08/2020 4:27,38.03699437,-93.77631447,23,0,0,23,"St. Clair, Missouri, US",244.7589656,0
29187,St. Francois,Missouri,US,17/08/2020 4:27,37.81214171,-90.47598685,571,2,0,569,"St. Francois, Missouri, US",849.5127576,0.350262697
29189,St. Louis,Missouri,US,17/08/2020 4:27,38.6377004,-90.4458375,16614,678,0,15936,"St. Louis, Missouri, US",1671.083931,4.08089563
29510,St. Louis City,Missouri,US,17/08/2020 4:27,38.63555736,-90.24349225,5614,181,0,5433,"St. Louis City, Missouri, US",1867.747259,3.224082651
29186,Ste. Genevieve,Missouri,US,17/08/2020 4:27,37.89090059,-90.1949941,69,1,0,68,"Ste. Genevieve, Missouri, US",385.6041131,1.449275362
29207,Stoddard,Missouri,US,17/08/2020 4:27,36.85571651,-89.9444155,242,9,0,233,"Stoddard, Missouri, US",833.7639966,3.719008264
29209,Stone,Missouri,US,17/08/2020 4:27,36.75000327,-93.45256475,191,1,0,190,"Stone, Missouri, US",597.7716575,0.523560209
29211,Sullivan,Missouri,US,17/08/2020 4:27,40.2099105,-93.11150106,155,0,0,155,"Sullivan, Missouri, US",2545.573986,0
29213,Taney,Missouri,US,17/08/2020 4:27,36.65465345,-93.04075153,739,3,0,736,"Taney, Missouri, US",1321.341725,0.405953992
29215,Texas,Missouri,US,17/08/2020 4:27,37.31728859,-91.96564727,67,1,0,66,"Texas, Missouri, US",263.8002992,1.492537313
90029,Unassigned,Missouri,US,17/08/2020 4:27,n/a,n/a,0,0,0,0,"Unassigned, Missouri, US",n/a,n/a
29217,Vernon,Missouri,US,17/08/2020 4:27,37.8457799,-94.34127305,63,0,0,63,"Vernon, Missouri, US",306.3755289,0
29219,Warren,Missouri,US,17/08/2020 4:27,38.76529479,-91.16124662,248,0,0,248,"Warren, Missouri, US",695.6716878,0
29221,Washington,Missouri,US,17/08/2020 4:27,37.96130078,-90.87948158,133,1,0,132,"Washington, Missouri, US",537.80833,0.751879699
29223,Wayne,Missouri,US,17/08/2020 4:27,37.11303869,-90.46001416,66,0,0,66,"Wayne, Missouri, US",512.7010021,0
29225,Webster,Missouri,US,17/08/2020 4:27,37.2813734,-92.876329,154,1,0,153,"Webster, Missouri, US",388.9674682,0.649350649
29227,Worth,Missouri,US,17/08/2020 4:27,40.47945588,-94.42328751,9,0,0,9,"Worth, Missouri, US",447.0938897,0
29229,Wright,Missouri,US,17/08/2020 4:27,37.27029221,-92.46914488,74,0,0,74,"Wright, Missouri, US",404.6147958,0
30001,Beaverhead,Montana,US,17/08/2020 4:27,45.13434354,-112.8984694,68,0,0,68,"Beaverhead, Montana, US",719.348355,0
30003,Big Horn,Montana,US,17/08/2020 4:27,45.42335905,-107.492347,519,14,0,505,"Big Horn, Montana, US",3896.688941,2.697495183
30005,Blaine,Montana,US,17/08/2020 4:27,48.43175214,-108.9582723,15,0,0,15,"Blaine, Montana, US",224.5172878,0
30007,Broadwater,Montana,US,17/08/2020 4:27,46.33277565,-111.4955813,14,0,0,14,"Broadwater, Montana, US",224.4668911,0
30009,Carbon,Montana,US,17/08/2020 4:27,45.22850116,-109.0274047,75,0,0,75,"Carbon, Montana, US",699.3006993,0
30013,Cascade,Montana,US,17/08/2020 4:27,47.30797024,-111.3467922,182,4,0,178,"Cascade, Montana, US",223.6806529,2.197802198
30015,Chouteau,Montana,US,17/08/2020 4:27,47.88084126,-110.4353362,10,0,0,10,"Chouteau, Montana, US",177.4622893,0
30017,Custer,Montana,US,17/08/2020 4:27,46.25319932,-105.5737526,61,2,0,59,"Custer, Montana, US",534.9938607,3.278688525
30019,Daniels,Montana,US,17/08/2020 4:27,48.78420029,-105.5476343,3,0,0,3,"Daniels, Montana, US",177.5147929,0
30021,Dawson,Montana,US,17/08/2020 4:27,47.26584855,-104.8944417,30,0,0,30,"Dawson, Montana, US",348.3106931,0
30023,Deer Lodge,Montana,US,17/08/2020 4:27,46.05953325,-113.073353,30,0,0,30,"Deer Lodge, Montana, US",328.2275711,0
30025,Fallon,Montana,US,17/08/2020 4:27,46.33478338,-104.4183565,2,0,0,2,"Fallon, Montana, US",70.27406887,0
30027,Fergus,Montana,US,17/08/2020 4:27,47.26331584,-109.2245206,23,0,0,23,"Fergus, Montana, US",208.1447964,0
30029,Flathead,Montana,US,17/08/2020 4:27,48.29575866,-114.0520569,392,3,0,389,"Flathead, Montana, US",377.6274974,0.765306122
30031,Gallatin,Montana,US,17/08/2020 4:27,45.54486106,-111.1692571,991,3,0,988,"Gallatin, Montana, US",866.0013632,0.302724521
30033,Garfield,Montana,US,17/08/2020 4:27,47.27545948,-107.0002351,12,0,0,12,"Garfield, Montana, US",953.8950715,0
30035,Glacier,Montana,US,17/08/2020 4:27,48.70513576,-112.9934235,88,1,0,87,"Glacier, Montana, US",639.8603941,1.136363636
30037,Golden Valley,Montana,US,17/08/2020 4:27,46.3816474,-109.1768522,3,0,0,3,"Golden Valley, Montana, US",365.408039,0
30039,Granite,Montana,US,17/08/2020 4:27,46.4060522,-113.4414186,18,0,0,18,"Granite, Montana, US",532.7019828,0
30041,Hill,Montana,US,17/08/2020 4:27,48.62879827,-110.1129252,48,2,0,46,"Hill, Montana, US",291.1914584,4.166666667
30043,Jefferson,Montana,US,17/08/2020 4:27,46.14907081,-112.094396,31,0,0,31,"Jefferson, Montana, US",253.6617298,0
30045,Judith Basin,Montana,US,17/08/2020 4:27,47.04581276,-110.2660688,3,0,0,3,"Judith Basin, Montana, US",149.4768311,0
30047,Lake,Montana,US,17/08/2020 4:27,47.64514965,-114.0898013,187,1,0,186,"Lake, Montana, US",613.9602075,0.534759358
30049,Lewis and Clark,Montana,US,17/08/2020 4:27,47.12610041,-112.394698,178,2,0,176,"Lewis and Clark, Montana, US",256.3659408,1.123595506
30051,Liberty,Montana,US,17/08/2020 4:27,48.56084317,-111.024307,1,0,0,1,"Liberty, Montana, US",42.78990158,0
30053,Lincoln,Montana,US,17/08/2020 4:27,48.54265777,-115.4046155,78,2,0,76,"Lincoln, Montana, US",390.3903904,2.564102564
30057,Madison,Montana,US,17/08/2020 4:27,45.30080065,-111.9173017,85,1,0,84,"Madison, Montana, US",988.372093,1.176470588
30055,McCone,Montana,US,17/08/2020 4:27,47.64469406,-105.7944994,5,0,0,5,"McCone, Montana, US",300.4807692,0
30059,Meagher,Montana,US,17/08/2020 4:27,46.59907074,-110.8898557,4,0,0,4,"Meagher, Montana, US",214.8227712,0
30061,Mineral,Montana,US,17/08/2020 4:27,47.15283992,-115.0015239,2,0,0,2,"Mineral, Montana, US",45.48555834,0
30063,Missoula,Montana,US,17/08/2020 4:27,47.03728583,-113.9213508,384,2,0,382,"Missoula, Montana, US",321.0702341,0.520833333
30065,Musselshell,Montana,US,17/08/2020 4:27,46.49684637,-108.39498,4,0,0,4,"Musselshell, Montana, US",86.33714656,0
30067,Park,Montana,US,17/08/2020 4:27,45.48965095,-110.5264394,63,0,0,63,"Park, Montana, US",379.3809466,0
30071,Phillips,Montana,US,17/08/2020 4:27,48.25936577,-107.9128511,92,0,0,92,"Phillips, Montana, US",2326.757714,0
30073,Pondera,Montana,US,17/08/2020 4:27,48.22773388,-112.2252703,11,0,0,11,"Pondera, Montana, US",186.0937236,0
30075,Powder River,Montana,US,17/08/2020 4:27,45.39617714,-105.636738,1,0,0,1,"Powder River, Montana, US",59.4530321,0
30077,Powell,Montana,US,17/08/2020 4:27,46.85538891,-112.9359164,2,0,0,2,"Powell, Montana, US",29.0275762,0
30079,Prairie,Montana,US,17/08/2020 4:27,46.86048047,-105.379384,1,0,0,1,"Prairie, Montana, US",92.85051068,0
30081,Ravalli,Montana,US,17/08/2020 4:27,46.08520862,-114.1189164,85,2,0,83,"Ravalli, Montana, US",194.0373465,2.352941176
30083,Richland,Montana,US,17/08/2020 4:27,47.78668011,-104.5610786,50,2,0,48,"Richland, Montana, US",462.8343979,4
30085,Roosevelt,Montana,US,17/08/2020 4:27,48.29607488,-105.0079268,35,0,0,35,"Roosevelt, Montana, US",318.0661578,0
30087,Rosebud,Montana,US,17/08/2020 4:27,46.23397237,-106.729288,78,1,0,77,"Rosebud, Montana, US",872.7760994,1.282051282
30089,Sanders,Montana,US,17/08/2020 4:27,47.67657534,-115.1329916,18,0,0,18,"Sanders, Montana, US",148.600677,0
30091,Sheridan,Montana,US,17/08/2020 4:27,48.72085833,-104.503829,5,0,0,5,"Sheridan, Montana, US",151.1030523,0
30093,Silver Bow,Montana,US,17/08/2020 4:27,45.90018933,-112.6620092,105,0,0,105,"Silver Bow, Montana, US",300.7303451,0
30095,Stillwater,Montana,US,17/08/2020 4:27,45.67071407,-109.3950061,31,1,0,30,"Stillwater, Montana, US",321.5100602,3.225806452
30097,Sweet Grass,Montana,US,17/08/2020 4:27,45.81367654,-109.9425686,6,1,0,5,"Sweet Grass, Montana, US",160.5565962,16.66666667
30099,Teton,Montana,US,17/08/2020 4:27,47.83741052,-112.2410688,15,0,0,15,"Teton, Montana, US",244.0214739,0
30101,Toole,Montana,US,17/08/2020 4:27,48.65577551,-111.6942414,46,6,0,40,"Toole, Montana, US",971.2837838,13.04347826
30103,Treasure,Montana,US,17/08/2020 4:27,46.2097322,-107.2666516,2,0,0,2,"Treasure, Montana, US",287.3563218,0
90030,Unassigned,Montana,US,17/08/2020 4:27,n/a,n/a,0,0,0,0,"Unassigned, Montana, US",n/a,n/a
30105,Valley,Montana,US,17/08/2020 4:27,48.36435097,-106.6669635,30,0,0,30,"Valley, Montana, US",405.624662,0
30107,Wheatland,Montana,US,17/08/2020 4:27,46.46652491,-109.8464636,3,0,0,3,"Wheatland, Montana, US",141.1100659,0
30109,Wibaux,Montana,US,17/08/2020 4:27,46.95925154,-104.2510927,3,0,0,3,"Wibaux, Montana, US",309.5975232,0
30111,Yellowstone,Montana,US,17/08/2020 4:27,45.93955949,-108.2691486,1522,32,0,1490,"Yellowstone, Montana, US",943.583385,2.102496715
31001,Adams,Nebraska,US,17/08/2020 4:27,40.5244942,-98.50117804,365,11,0,354,"Adams, Nebraska, US",1163.791729,3.01369863
31003,Antelope,Nebraska,US,17/08/2020 4:27,42.17695516,-98.0666283,21,1,0,20,"Antelope, Nebraska, US",333.439187,4.761904762
31005,Arthur,Nebraska,US,17/08/2020 4:27,41.56896142,-101.6959559,1,0,0,1,"Arthur, Nebraska, US",215.9827214,0
31007,Banner,Nebraska,US,17/08/2020 4:27,41.54634427,-103.7114332,2,0,0,2,"Banner, Nebraska, US",268.4563758,0
31009,Blaine,Nebraska,US,17/08/2020 4:27,41.91311716,-99.97677845,0,0,0,0,"Blaine, Nebraska, US",0,n/a
31011,Boone,Nebraska,US,17/08/2020 4:27,41.70759415,-98.06737183,11,0,0,11,"Boone, Nebraska, US",211.8644068,0
31013,Box Butte,Nebraska,US,17/08/2020 4:27,42.22079243,-103.0878834,16,0,0,16,"Box Butte, Nebraska, US",148.381712,0
31015,Boyd,Nebraska,US,17/08/2020 4:27,42.8997274,-98.76486568,8,0,0,8,"Boyd, Nebraska, US",416.8837936,0
31017,Brown,Nebraska,US,17/08/2020 4:27,42.43018907,-99.92904055,2,0,0,2,"Brown, Nebraska, US",67.68189509,0
31019,Buffalo,Nebraska,US,17/08/2020 4:27,40.85486962,-99.07500296,500,1,0,499,"Buffalo, Nebraska, US",1006.866832,0.2
31021,Burt,Nebraska,US,17/08/2020 4:27,41.85056773,-96.32605633,53,0,0,53,"Burt, Nebraska, US",820.5604583,0
31023,Butler,Nebraska,US,17/08/2020 4:27,41.22703692,-97.13106306,66,0,0,66,"Butler, Nebraska, US",823.3532934,0
31025,Cass,Nebraska,US,17/08/2020 4:27,40.90899107,-96.13971217,214,2,0,212,"Cass, Nebraska, US",815.3002133,0.934579439
31027,Cedar,Nebraska,US,17/08/2020 4:27,42.5988851,-97.25311951,28,0,0,28,"Cedar, Nebraska, US",333.2539871,0
31029,Chase,Nebraska,US,17/08/2020 4:27,40.5237198,-101.6978026,9,0,0,9,"Chase, Nebraska, US",229.3577982,0
31031,Cherry,Nebraska,US,17/08/2020 4:27,42.54502621,-101.1244332,4,0,0,4,"Cherry, Nebraska, US",70.31112674,0
31033,Cheyenne,Nebraska,US,17/08/2020 4:27,41.21999357,-102.9941693,26,0,0,26,"Cheyenne, Nebraska, US",291.8069585,0
31035,Clay,Nebraska,US,17/08/2020 4:27,40.52439441,-98.05126296,50,0,0,50,"Clay, Nebraska, US",806.0615831,0
31037,Colfax,Nebraska,US,17/08/2020 4:27,41.57486951,-97.0868542,708,4,0,704,"Colfax, Nebraska, US",6611.261556,0.564971751
31039,Cuming,Nebraska,US,17/08/2020 4:27,41.91637624,-96.78730772,72,0,0,72,"Cuming, Nebraska, US",813.9271987,0
31041,Custer,Nebraska,US,17/08/2020 4:27,41.39374521,-99.72805369,57,4,0,53,"Custer, Nebraska, US",528.9041477,7.01754386
31043,Dakota,Nebraska,US,17/08/2020 4:27,42.39040144,-96.56656425,1943,42,0,1901,"Dakota, Nebraska, US",9702.386897,2.161605764
31045,Dawes,Nebraska,US,17/08/2020 4:27,42.71985036,-103.1313774,16,0,0,16,"Dawes, Nebraska, US",186.2847829,0
31047,Dawson,Nebraska,US,17/08/2020 4:27,40.87028216,-99.8201461,977,9,0,968,"Dawson, Nebraska, US",4140.707777,0.921187308
31049,Deuel,Nebraska,US,17/08/2020 4:27,41.11168186,-102.3333331,2,0,0,2,"Deuel, Nebraska, US",111.4827202,0
31051,Dixon,Nebraska,US,17/08/2020 4:27,42.49188363,-96.86782408,57,2,0,55,"Dixon, Nebraska, US",1011.355571,3.50877193
31053,Dodge,Nebraska,US,17/08/2020 4:27,41.58071748,-96.65598179,843,10,0,833,"Dodge, Nebraska, US",2305.483386,1.18623962
31055,Douglas,Nebraska,US,17/08/2020 4:27,41.29518299,-96.15085305,12065,143,0,11922,"Douglas, Nebraska, US",2111.750364,1.185246581
